Owner,Name,Type,Default Value,Unit,RecommendedValueType,Documentation,OriginalProperty,PropertyGroup,Provenance,IdentificationKey,SourceName,SourceURL
RPLIDARA1,angularRange,Real,360,deg,Angle_deg,Full 2-D scan.,angular_range,Measurement,manufacturer-stated,RPLIDARA1::angularRange,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,samplingFrequency,Real,8000,samples/s,SampleRate_samplesPerSecond,8 ksample/s.,sampling_frequency,Measurement,manufacturer-stated,RPLIDARA1::samplingFrequency,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,rotationalSpeed,Real,5.5,Hz,Frequency_Hz,Nominal.,rotational_speed,Measurement,manufacturer-stated,RPLIDARA1::rotationalSpeed,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,angularResolution,String,<=1,deg,String,Manufacturer key parameter.,angular_resolution,Measurement,manufacturer-stated,RPLIDARA1::angularResolution,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,rangeResolution,String,<=1,% of range,String,Specified for distances <=12 m.,range_resolution,Measurement,manufacturer-stated,RPLIDARA1::rangeResolution,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,accuracyLe3m,Real,1,% of range,Ratio_percent,Manufacturer accuracy band.,accuracy_le_3m,Measurement,manufacturer-stated,RPLIDARA1::accuracyLe3m,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,accuracy3To5m,Real,2,% of range,Ratio_percent,Manufacturer accuracy band.,accuracy_3_to_5m,Measurement,manufacturer-stated,RPLIDARA1::accuracy3To5m,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,systemVoltage,Real,5,V,Voltage_V,Manufacturer system voltage.,system_voltage,Electrical,manufacturer-stated,RPLIDARA1::systemVoltage,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,systemCurrent,Real,100,mA,Current_mA,Manufacturer key parameter.,system_current,Electrical,manufacturer-stated,RPLIDARA1::systemCurrent,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,powerConsumption,Real,0.5,W,Power_W,Manufacturer key parameter.,power_consumption,Electrical,manufacturer-stated,RPLIDARA1::powerConsumption,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,operatingTemperature,String,0 to 40,degC,String,Manufacturer key parameter.,operating_temperature,Environmental,manufacturer-stated,RPLIDARA1::operatingTemperature,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,outputInterface,String,UART serial; 3.3 V logic,,String,USB adapter normally presents serial to host.,output_interface,Interface,manufacturer-stated,RPLIDARA1::outputInterface,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
RPLIDARA1,serialBaudrate,Real,115200,baud,SerialRate_baud,Current rplidar_ros serial setting.,serial_baudrate,BillieBot configuration,repo-configuration,RPLIDARA1::serialBaudrate,lidar.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_bringup/config/lidar.yaml
RPLIDARA1,scanMode,String,Standard,,String,Current rplidar_ros mode.,scan_mode,BillieBot configuration,repo-configuration,RPLIDARA1::scanMode,lidar.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_bringup/config/lidar.yaml
JetsonOrinNanoSuperDevKit,aiPerformance,Real,67,INT8 TOPS,ComputeThroughput_INT8_TOPS,Super performance mode capability.,ai_performance,Compute,manufacturer-stated,JetsonOrinNanoSuperDevKit::aiPerformance,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
JetsonOrinNanoSuperDevKit,cpu,String,6-core Arm Cortex-A78AE,,String,64-bit CPU.,cpu,Compute,manufacturer-stated,JetsonOrinNanoSuperDevKit::cpu,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
JetsonOrinNanoSuperDevKit,memory,Integer,8,GB,Integer,128-bit LPDDR5.,memory,Compute,manufacturer-stated,JetsonOrinNanoSuperDevKit::memory,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
JetsonOrinNanoSuperDevKit,memoryBandwidth,Real,102,GB/s,MemoryBandwidth_GBps,With latest software stack.,memory_bandwidth,Compute,manufacturer-stated,JetsonOrinNanoSuperDevKit::memoryBandwidth,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
JetsonOrinNanoSuperDevKit,dimensions,String,100 x 79 x 21,mm,String,"Height includes feet, carrier, module, and thermal solution.",dimensions,Mechanical,manufacturer-stated,JetsonOrinNanoSuperDevKit::dimensions,NVIDIA,https://developer.nvidia.com/blog/?p=62246
JetsonOrinNanoSuperDevKit,mass,Real,174,g,Mass_g,NVIDIA engineer-published hardware FAQ value for Orin Nano developer kit; Super is software-enabled on same hardware.,mass,Mechanical,manufacturer-confirmed,JetsonOrinNanoSuperDevKit::mass,NVIDIA,https://forums.developer.nvidia.com/t/jetson-orin-nano-hw-faq/249118
JetsonOrinNanoSuperDevKit,dcInputVoltageRange,String,9 to 20,V,String,Developer-kit barrel-jack operating range.,dc_input_voltage_range,Electrical,manufacturer-confirmed,JetsonOrinNanoSuperDevKit::dcInputVoltageRange,NVIDIA,https://forums.developer.nvidia.com/t/powering-the-nano-orin/366665
JetsonOrinNanoSuperDevKit,includedPowerSupplyVoltage,Real,19,V,Voltage_V,Bundled supply.,included_power_supply_voltage,Electrical,manufacturer-stated,JetsonOrinNanoSuperDevKit::includedPowerSupplyVoltage,NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/index.html
JetsonOrinNanoSuperDevKit,configurablePowerModes,String,7 to 25,W,String,Super mode supports up to 25 W configured module budget.,configurable_power_modes,Electrical,manufacturer-stated,JetsonOrinNanoSuperDevKit::configurablePowerModes,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
JetsonOrinNanoSuperDevKit,superPowerBudget,Real,25,W,Power_W,25 W Super mode module power budget.,super_power_budget,Electrical,manufacturer-stated,JetsonOrinNanoSuperDevKit::superPowerBudget,NVIDIA,https://docs.nvidia.com/jetson/archives/r36.4.4/DeveloperGuide/SD/PlatformPowerAndPerformance/JetsonOrinNanoSeriesJetsonOrinNxSeriesAndJetsonAgxOrinSeries.html
JetsonOrinNanoSuperDevKit,usbTypeAPorts,Integer,4,ports,Integer,USB 3.2 Type-A ports.,usb_type_a_ports,Interface,manufacturer-stated,JetsonOrinNanoSuperDevKit::usbTypeAPorts,NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/hardware_layout.html
JetsonOrinNanoSuperDevKit,m2KeyM2280,String,PCIe 3.0 x4,,String,Primary NVMe-capable slot.,m2_key_m_2280,Interface,manufacturer-stated,JetsonOrinNanoSuperDevKit::m2KeyM2280,NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/hardware_layout.html
JetsonOrinNanoSuperDevKit,designPowerTarget,String,10 to 15,W,String,"Repo recommends capping normal patrol compute around 10–15 W with nvpmodel, using higher modes only if needed.",design_power_target,BillieBot configuration,repo-design,JetsonOrinNanoSuperDevKit::designPowerTarget,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPi5,soc,String,Broadcom BCM2712,,String,Raspberry Pi 5 SoC.,soc,Compute,manufacturer-stated,RaspberryPi5::soc,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,memory,Integer,4,GB,Integer,BillieBot repo-selected RAM variant.,memory,Compute,repo-design,RaspberryPi5::memory,Raspberry Pi,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPi5,boardFootprint,String,85 x 56,mm,String,Nominal Raspberry Pi 5 PCB outline; use official mechanical drawing for detailed mounting geometry.,board_footprint,Mechanical,manufacturer-stated,RaspberryPi5::boardFootprint,Raspberry Pi,https://pip.raspberrypi.com/categories/892-raspberry-pi-5
RaspberryPi5,mass,Real,,g,Mass_g,Official Raspberry Pi sources reviewed do not publish a simple board-only mass; measure the installed board/cooler stack for mass rollup.,mass,Mechanical,unresolved,RaspberryPi5::mass,Raspberry Pi,https://pip.raspberrypi.com/categories/892-raspberry-pi-5
RaspberryPi5,powerInputVoltage,Real,5,V,Voltage_V,USB-C supply rail.,power_input_voltage,Electrical,manufacturer-stated,RaspberryPi5::powerInputVoltage,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,recommendedPsuCurrent,Real,5,A,Current_A,Recommended 25 W supply capacity.,recommended_psu_current,Electrical,manufacturer-stated,RaspberryPi5::recommendedPsuCurrent,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,recommendedPsuPower,Real,25,W,Power_W,5 V at 5 A.,recommended_psu_power,Electrical,manufacturer-stated,RaspberryPi5::recommendedPsuPower,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,minimumBootSupplyCurrent,Real,3,A,Current_A,5 V at 3 A can boot but limits downstream USB current.,minimum_boot_supply_current,Electrical,manufacturer-stated,RaspberryPi5::minimumBootSupplyCurrent,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,typicalBareBoardActiveCurrent,Real,0.8,A,Current_A,Raspberry Pi documentation typical active current.,typical_bare_board_active_current,Electrical,manufacturer-stated,RaspberryPi5::typicalBareBoardActiveCurrent,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,typicalBareBoardActivePower,Real,4,W,Power_W,Calculated as 5 V x 0.8 A.,typical_bare_board_active_power,Electrical,calculated,RaspberryPi5::typicalBareBoardActivePower,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,usbPeripheralCurrentWith5aPsu,Real,1.6,A,Current_A,Total downstream USB allowance with appropriate 5 A supply; shared with fan header.,usb_peripheral_current_with_5a_psu,Interface,manufacturer-stated,RaspberryPi5::usbPeripheralCurrentWith5aPsu,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,cameraDisplayPorts,Integer,2,ports,Integer,Two mini 22-pin combined CSI/DSI connectors.,camera_display_ports,Interface,manufacturer-stated,RaspberryPi5::cameraDisplayPorts,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
RaspberryPi5,designPowerWithPeripherals,String,8 to 12,W,String,Repo nominal patrol budget for Pi 5 plus peripherals.,design_power_with_peripherals,BillieBot configuration,repo-design,RaspberryPi5::designPowerWithPeripherals,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
ArduinoNanoV3,productCode,String,A000005,,String,Classic Nano reference board.,product_code,Identification,manufacturer-stated,ArduinoNanoV3::productCode,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,microcontroller,String,ATmega328,,String,AVR architecture.,microcontroller,Compute,manufacturer-stated,ArduinoNanoV3::microcontroller,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,clockSpeed,Real,16,MHz,Frequency_MHz,Board clock.,clock_speed,Compute,manufacturer-stated,ArduinoNanoV3::clockSpeed,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,flashMemory,Integer,32,KB,Integer,2 KB used by bootloader.,flash_memory,Compute,manufacturer-stated,ArduinoNanoV3::flashMemory,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,sram,Integer,2,KB,Integer,On-chip SRAM.,sram,Compute,manufacturer-stated,ArduinoNanoV3::sram,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,eeprom,Integer,1,KB,Integer,On-chip EEPROM.,eeprom,Compute,manufacturer-stated,ArduinoNanoV3::eeprom,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,dimensions,String,18 x 45,mm,String,PCB size.,dimensions,Mechanical,manufacturer-stated,ArduinoNanoV3::dimensions,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,mass,Real,7,g,Mass_g,Board weight.,mass,Mechanical,manufacturer-stated,ArduinoNanoV3::mass,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,operatingVoltage,Real,5,V,Voltage_V,Logic/operating voltage.,operating_voltage,Electrical,manufacturer-stated,ArduinoNanoV3::operatingVoltage,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,inputVoltageRecommended,String,7 to 12,V,String,VIN input recommendation; BillieBot Sensor Nano is USB-powered instead.,input_voltage_recommended,Electrical,manufacturer-stated,ArduinoNanoV3::inputVoltageRecommended,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,powerConsumptionCurrent,Real,19,mA,Current_mA,Arduino published board current figure.,power_consumption_current,Electrical,manufacturer-stated,ArduinoNanoV3::powerConsumptionCurrent,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,powerConsumptionAt5v,Real,0.095,W,Power_W,Calculated from 5 V x 19 mA.,power_consumption_at_5v,Electrical,calculated,ArduinoNanoV3::powerConsumptionAt5v,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,digitalIoPins,Integer,22,pins,Integer,Six PWM outputs.,digital_io_pins,Interface,manufacturer-stated,ArduinoNanoV3::digitalIoPins,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,analogInputPins,Integer,8,pins,Integer,Includes A0–A7.,analog_input_pins,Interface,manufacturer-stated,ArduinoNanoV3::analogInputPins,Arduino,https://store.arduino.cc/products/arduino-nano
ArduinoNanoV3,roles,String,Motor Nano; Sensor Nano,,String,Current repo sensor firmware explicitly describes a two-Nano architecture.,roles,BillieBot configuration,repo-configuration,ArduinoNanoV3::roles,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
ArduinoNanoV3,motorNanoSerialBaudrate,Real,57600,baud,SerialRate_baud,Motor Nano link rate.,motor_nano_serial_baudrate,BillieBot configuration,repo-configuration,ArduinoNanoV3::motorNanoSerialBaudrate,base_driver.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
ArduinoNanoV3,motorPidRate,Real,30,Hz,Frequency_Hz,Motor-control PID rate.,motor_pid_rate,BillieBot configuration,repo-configuration,ArduinoNanoV3::motorPidRate,base_driver.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
ArduinoNanoV3,basePublishRate,Real,30,Hz,Frequency_Hz,Wheel odometry / base bridge publish rate.,base_publish_rate,BillieBot configuration,repo-configuration,ArduinoNanoV3::basePublishRate,base_driver.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
ArduinoNanoV3,sensorNanoSerialBaudrate,Real,115200,baud,SerialRate_baud,Sensor Nano IMU/barometer/battery stream.,sensor_nano_serial_baudrate,BillieBot configuration,repo-configuration,ArduinoNanoV3::sensorNanoSerialBaudrate,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
JGA25371Gearmotor,motorType,String,brushed DC gearmotor with integrated quadrature encoder,,String,Exact vendor/SKU is not identified in the repo; JGA25-371 is a family with many gear ratios.,motor_type,Identification,repo-design,JGA25371Gearmotor::motorType,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25371Gearmotor,nominalVoltage,Real,12,V,Voltage_V,BillieBot design value.,nominal_voltage,Electrical,repo-design,JGA25371Gearmotor::nominalVoltage,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25371Gearmotor,noLoadSpeedNominal,Real,130,rpm,RotationalSpeed_rpm,Repo design value for the selected gearmotor variant.,no_load_speed_nominal,Performance,repo-design,JGA25371Gearmotor::noLoadSpeedNominal,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25371Gearmotor,stallCurrentEstimate,String,1.2 to 2.0,A,String,Repo planning estimate; verify exact installed motor/SKU.,stall_current_estimate,Electrical,repo-design,JGA25371Gearmotor::stallCurrentEstimate,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25371Gearmotor,encoderType,String,quadrature,,String,Integrated encoder.,encoder_type,Encoder,repo-design,JGA25371Gearmotor::encoderType,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25371Gearmotor,configuredTicksPerWheelRevolution,Real,2000,ticks/rev,EncoderResolution_ticksPerRev,"Software calibration value, not a manufacturer encoder spec; alternatives noted in repo. Calibrate physically.",configured_ticks_per_wheel_revolution,Encoder,repo-configuration,JGA25371Gearmotor::configuredTicksPerWheelRevolution,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
L298NMotorDriver,driverTopology,String,dual full bridge,,String,Two independently enabled full bridges.,driver_topology,Identification,manufacturer-stated,L298NMotorDriver::driverTopology,STMicroelectronics / BillieBot repo,https://www.st.com/en/motor-drivers/l298.html
L298NMotorDriver,motorSupplyVoltageMax,Real,46,V,Voltage_V,L298 IC maximum operating supply.,motor_supply_voltage_max,Electrical,manufacturer-stated,L298NMotorDriver::motorSupplyVoltageMax,STMicroelectronics / BillieBot repo,https://www.st.com/en/motor-drivers/l298.html
L298NMotorDriver,totalDcCurrentMax,Real,4,A,Current_A,Aggregate IC capability; thermal/module limits apply.,total_dc_current_max,Electrical,manufacturer-stated,L298NMotorDriver::totalDcCurrentMax,STMicroelectronics / BillieBot repo,https://www.st.com/en/motor-drivers/l298.html
L298NMotorDriver,billiebotMotorBusVoltageNominal,Real,11.1,V,Voltage_V,Direct 3S battery branch in repo design.,billiebot_motor_bus_voltage_nominal,Electrical,repo-design,L298NMotorDriver::billiebotMotorBusVoltageNominal,STMicroelectronics / BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
L298NMotorDriver,billiebotVoltageDropApprox,Real,2,V,Voltage_V,Repo design approximation for the L298N module conduction loss.,billiebot_voltage_drop_approx,Electrical,repo-design,L298NMotorDriver::billiebotVoltageDropApprox,STMicroelectronics / BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
L298NMotorDriver,overtemperatureProtection,Boolean,true,,Boolean,IC feature.,overtemperature_protection,Thermal,manufacturer-stated,L298NMotorDriver::overtemperatureProtection,STMicroelectronics / BillieBot repo,https://www.st.com/en/motor-drivers/l298.html
DriveWheel68mm,diameter,Real,68,mm,Length_mm,Repo design wheel diameter.,diameter,Mechanical / Kinematic,repo-design,DriveWheel68mm::diameter,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
DriveWheel68mm,configuredRadius,Real,34,mm,Length_mm,base_driver.yaml wheel radius.,configured_radius,Mechanical / Kinematic,repo-configuration,DriveWheel68mm::configuredRadius,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
DriveWheel68mm,quantity,Integer,2,wheels,Integer,Differential-drive pair.,quantity,Mechanical / Kinematic,repo-design,DriveWheel68mm::quantity,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
DriveWheel68mm,theoreticalSpeedAt130rpm,Real,0.46,m/s,Speed_mps,Approximate design calculation; ignores load/slip.,theoretical_speed_at_130rpm,Mechanical / Kinematic,calculated,DriveWheel68mm::theoreticalSpeedAt130rpm,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
CasterWheel,model,String,unspecified,,String,Repo includes a caster as the third contact point but does not identify size/SKU; leave detailed value properties unresolved until measured.,model,Identification,unresolved,CasterWheel::model,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
MAX98357AAudioAmplifier,supplyVoltage,String,2.5 to 5.5,V,String,Single-supply operation.,supply_voltage,Electrical,manufacturer-stated,MAX98357AAudioAmplifier::supplyVoltage,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357AAudioAmplifier,outputPowerAt5v4ohm,Real,3.2,W,Power_W,Rated output into 4 ohm at 5 V.,output_power_at_5v_4ohm,Electrical,manufacturer-stated,MAX98357AAudioAmplifier::outputPowerAt5v4ohm,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357AAudioAmplifier,quiescentCurrent,Real,2.4,mA,Current_mA,Typical.,quiescent_current,Electrical,manufacturer-stated,MAX98357AAudioAmplifier::quiescentCurrent,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357AAudioAmplifier,efficiency,Real,92,%,Ratio_percent,"At 8 ohm, 1 W output.",efficiency,Electrical,manufacturer-stated,MAX98357AAudioAmplifier::efficiency,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357AAudioAmplifier,sampleRateRange,String,8 to 96,kHz,String,I2S/PCM sample-rate support.,sample_rate_range,Audio,manufacturer-stated,MAX98357AAudioAmplifier::sampleRateRange,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357AAudioAmplifier,thdPlusNAt1khz,Real,0.013,%,Ratio_percent,Low-distortion characterization.,thd_plus_n_at_1khz,Audio,manufacturer-stated,MAX98357AAudioAmplifier::thdPlusNAt1khz,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357AAudioAmplifier,digitalAudioInterface,String,I2S / TDM,,String,MAX98357A accepts I2S; no MCLK required.,digital_audio_interface,Interface,manufacturer-stated,MAX98357AAudioAmplifier::digitalAudioInterface,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
Speaker3W,ratedPower,Real,3,W,Power_W,"Repo specifies a 3 W speaker but does not identify impedance, dimensions, sensitivity, or exact SKU; add those after selecting/confirming the physical speaker.",rated_power,Electrical / Acoustic,repo-design,Speaker3W::ratedPower,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,chemistry,String,Lithium-polymer (LiPo),,String,Repo design baseline pack; verify against current physical BillieBot battery.,chemistry,Identification,repo-design,Venom3SLiPoBattery::chemistry,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,seriesCells,Integer,3,cells,Integer,3S pack.,series_cells,Electrical,repo-design,Venom3SLiPoBattery::seriesCells,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,nominalVoltage,Real,11.1,V,Voltage_V,3 x 3.7 V nominal.,nominal_voltage,Electrical,repo-design,Venom3SLiPoBattery::nominalVoltage,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,fullyChargedVoltage,Real,12.6,V,Voltage_V,3 x 4.2 V.,fully_charged_voltage,Electrical,calculated,Venom3SLiPoBattery::fullyChargedVoltage,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,capacityMAh,Real,4000,mAh,Capacity_mAh,Repo design baseline.,capacity_mAh,Electrical,repo-design,Venom3SLiPoBattery::capacityMAh,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,capacityAh,Real,4,Ah,Capacity_Ah,Equivalent capacity.,capacity_Ah,Electrical,calculated,Venom3SLiPoBattery::capacityAh,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,dischargeRating,Real,20,C,BatteryCRate,Repo design baseline.,discharge_rating,Electrical,repo-design,Venom3SLiPoBattery::dischargeRating,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,nominalEnergy,Real,44.4,Wh,Energy_Wh,11.1 V x 4 Ah.,nominal_energy,Electrical,calculated,Venom3SLiPoBattery::nominalEnergy,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,continuousDischargeCurrentTheoretical,Real,80,A,Current_A,"20C x 4 Ah; theoretical pack rating, not required robot current.",continuous_discharge_current_theoretical,Electrical,calculated,Venom3SLiPoBattery::continuousDischargeCurrentTheoretical,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom3SLiPoBattery,lowVoltageThreshold,Real,10.5,V,Voltage_V,3.5 V/cell SAFE threshold.,low_voltage_threshold,BillieBot configuration,repo-configuration,Venom3SLiPoBattery::lowVoltageThreshold,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
Venom3SLiPoBattery,criticalVoltageThreshold,Real,9.9,V,Voltage_V,3.3 V/cell critical threshold.,critical_voltage_threshold,BillieBot configuration,repo-configuration,Venom3SLiPoBattery::criticalVoltageThreshold,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
GeeekPiUSBCPDPowerBoard,inputVoltageNominal,Real,12,V,Voltage_V,Repo design value; exact board SKU is not identified.,input_voltage_nominal,Electrical,repo-design,GeeekPiUSBCPDPowerBoard::inputVoltageNominal,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
GeeekPiUSBCPDPowerBoard,outputVoltage,Real,5,V,Voltage_V,USB-C PD output used for Raspberry Pi 5.,output_voltage,Electrical,repo-design,GeeekPiUSBCPDPowerBoard::outputVoltage,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
GeeekPiUSBCPDPowerBoard,outputCurrentMax,Real,5,A,Current_A,Repo design value.,output_current_max,Electrical,repo-design,GeeekPiUSBCPDPowerBoard::outputCurrentMax,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
GeeekPiUSBCPDPowerBoard,outputPowerMax,Real,25,W,Power_W,Calculated from 5 V x 5 A.,output_power_max,Electrical,calculated,GeeekPiUSBCPDPowerBoard::outputPowerMax,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
GS2678BuckConverter,inputVoltageRange,String,3.6 to 25,V,String,Input must remain above selected output voltage.,input_voltage_range,Electrical / Mechanical,manufacturer-stated,GS2678BuckConverter::inputVoltageRange,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
