ImportOrder,ElementType,Name,Owner,TargetScope,Type,DefaultValue,Unit,RecommendedValueType,UnitLibraryHint,Lower,Upper,IdentificationKey,OriginalComponent,OriginalProperty,PropertyGroup,Category,Subsystem,Scope,Quantity,Provenance,Documentation,ModelingNote,SourceName,SourceURL
2.151,Value Property,headingAccuracyTypical,SEN0253IMU,SEN0253IMU,String,±2.5,deg,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::headingAccuracyTypical,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),heading_accuracy_typical,IMU - Magnetometer,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,"Fully calibrated, ideal tilt compensation and 30 uT horizontal field; robot magnetic environment can dominate.",Textual structured value retained as String; unit column is metadata only.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.152,Value Property,ndofFusionOutputRate,SEN0253IMU,SEN0253IMU,Real,100,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::ndofFusionOutputRate,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),ndof_fusion_output_rate,IMU - Fusion,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,Quaternion/orientation fusion output.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.153,Value Property,magnetometerOutputRateNdof,SEN0253IMU,SEN0253IMU,Real,20,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::magnetometerOutputRateNdof,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),magnetometer_output_rate_ndof,IMU - Fusion,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,Magnetometer rate in NDOF.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.154,Value Property,pressureRange,SEN0253IMU,SEN0253IMU,String,300 to 1100,hPa,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::pressureRange,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),pressure_range,Pressure,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,BMP280 measurement range.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.155,Value Property,relativePressureAccuracy,SEN0253IMU,SEN0253IMU,String,±0.12,hPa,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::relativePressureAccuracy,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),relative_pressure_accuracy,Pressure,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,Approximately ±1 m relative altitude under specified conditions.,Textual structured value retained as String; unit column is metadata only.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.156,Value Property,absolutePressureAccuracy,SEN0253IMU,SEN0253IMU,String,±1.0,hPa,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::absolutePressureAccuracy,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),absolute_pressure_accuracy,Pressure,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,Approximately ±8.3 m altitude equivalent.,Textual structured value retained as String; unit column is metadata only.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.157,Value Property,pressureResolutionUltraHigh,SEN0253IMU,SEN0253IMU,Real,0.0016,hPa,Pressure_hPa,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::pressureResolutionUltraHigh,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),pressure_resolution_ultra_high,Pressure,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,0.16 Pa output resolution in ultra-high-resolution mode.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.158,Value Property,pressureRmsNoiseUltraHigh,SEN0253IMU,SEN0253IMU,Real,1.3,Pa,Pressure_Pa,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::pressureRmsNoiseUltraHigh,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),pressure_rms_noise_ultra_high,Pressure,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,Approximately 11 cm altitude equivalent.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.159,Value Property,pressureRmsNoiseFiltered,SEN0253IMU,SEN0253IMU,Real,0.2,Pa,Pressure_Pa,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::pressureRmsNoiseFiltered,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),pressure_rms_noise_filtered,Pressure,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,Lowest filtered value in Bosch characterization.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.160,Value Property,temperatureAccuracyAt25c,SEN0253IMU,SEN0253IMU,String,±0.5,degC,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::temperatureAccuracyAt25c,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),temperature_accuracy_at_25c,Temperature,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,BMP280 component specification.,Textual structured value retained as String; unit column is metadata only.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.161,Value Property,temperatureAccuracy0To65c,SEN0253IMU,SEN0253IMU,String,±1.0,degC,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::temperatureAccuracy0To65c,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),temperature_accuracy_0_to_65c,Temperature,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,BMP280 full-accuracy region.,Textual structured value retained as String; unit column is metadata only.,Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.162,Value Property,temperatureResolution,SEN0253IMU,SEN0253IMU,Real,0.01,degC,Temperature_degC,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::temperatureResolution,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),temperature_resolution,Temperature,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,manufacturer-stated,Compensated output resolution.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Attached sensor references + DFRobot/Bosch,https://wiki.dfrobot.com/sen0253/; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bno055-ds000.pdf; https://www.bosch-sensortec.com/media/boschsensortec/downloads/datasheets/bst-bmp280-ds001.pdf
2.163,Value Property,sensorNanoSerialBaudrate,SEN0253IMU,SEN0253IMU,Real,115200,baud,SerialRate_baud,custom ValueType/Unit likely required,1,1,SEN0253IMU::sensorNanoSerialBaudrate,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),sensor_nano_serial_baudrate,BillieBot configuration,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,repo-configuration,Sensor Nano firmware link rate.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
2.164,Value Property,imuStreamRate,SEN0253IMU,SEN0253IMU,Real,50,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::imuStreamRate,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),imu_stream_rate,BillieBot configuration,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,repo-configuration,Quaternion + gyro + acceleration + calibration record.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
2.165,Value Property,magnetometerStreamRate,SEN0253IMU,SEN0253IMU,Real,10,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::magnetometerStreamRate,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),magnetometer_stream_rate,BillieBot configuration,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,repo-configuration,Magnetometer record.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
2.166,Value Property,barometerStreamRate,SEN0253IMU,SEN0253IMU,Real,2,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,SEN0253IMU::barometerStreamRate,DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),barometer_stream_rate,BillieBot configuration,IMU + barometer,Perception / State Estimation,on_robot_baseline,1,repo-configuration,Pressure + temperature record.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
2.167,Value Property,dimensions,RPLIDARA1,RPLIDARA1,String,96.8 x 70.3 x 55,mm,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::dimensions,SLAMTEC RPLIDAR A1,dimensions,Mechanical,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer dimensions.,Textual structured value retained as String; unit column is metadata only.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.168,Value Property,mass,RPLIDARA1,RPLIDARA1,Real,170,g,Mass_g,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::mass,SLAMTEC RPLIDAR A1,mass,Mechanical,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer weight.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.169,Value Property,measurementRange,RPLIDARA1,RPLIDARA1,String,0.15 to 12,m,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::measurementRange,SLAMTEC RPLIDAR A1,measurement_range,Measurement,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Nominal A1 range.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.170,Value Property,angularRange,RPLIDARA1,RPLIDARA1,Real,360,deg,Angle_deg,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::angularRange,SLAMTEC RPLIDAR A1,angular_range,Measurement,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Full 2-D scan.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.171,Value Property,samplingFrequency,RPLIDARA1,RPLIDARA1,Real,8000,samples/s,SampleRate_samplesPerSecond,custom ValueType/Unit likely required,1,1,RPLIDARA1::samplingFrequency,SLAMTEC RPLIDAR A1,sampling_frequency,Measurement,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,8 ksample/s.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.172,Value Property,rotationalSpeed,RPLIDARA1,RPLIDARA1,Real,5.5,Hz,Frequency_Hz,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::rotationalSpeed,SLAMTEC RPLIDAR A1,rotational_speed,Measurement,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Nominal.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.173,Value Property,angularResolution,RPLIDARA1,RPLIDARA1,String,<=1,deg,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::angularResolution,SLAMTEC RPLIDAR A1,angular_resolution,Measurement,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer key parameter.,Textual structured value retained as String; unit column is metadata only.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.174,Value Property,rangeResolution,RPLIDARA1,RPLIDARA1,String,<=1,% of range,String,custom ValueType/Unit likely required,1,1,RPLIDARA1::rangeResolution,SLAMTEC RPLIDAR A1,range_resolution,Measurement,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Specified for distances <=12 m.,Textual structured value retained as String; unit column is metadata only.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.175,Value Property,accuracyLe3m,RPLIDARA1,RPLIDARA1,Real,1,% of range,Ratio_percent,custom ValueType/Unit likely required,1,1,RPLIDARA1::accuracyLe3m,SLAMTEC RPLIDAR A1,accuracy_le_3m,Measurement,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer accuracy band.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.176,Value Property,accuracy3To5m,RPLIDARA1,RPLIDARA1,Real,2,% of range,Ratio_percent,custom ValueType/Unit likely required,1,1,RPLIDARA1::accuracy3To5m,SLAMTEC RPLIDAR A1,accuracy_3_to_5m,Measurement,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer accuracy band.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.177,Value Property,systemVoltage,RPLIDARA1,RPLIDARA1,Real,5,V,Voltage_V,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::systemVoltage,SLAMTEC RPLIDAR A1,system_voltage,Electrical,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer system voltage.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.178,Value Property,systemCurrent,RPLIDARA1,RPLIDARA1,Real,100,mA,Current_mA,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::systemCurrent,SLAMTEC RPLIDAR A1,system_current,Electrical,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer key parameter.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.179,Value Property,powerConsumption,RPLIDARA1,RPLIDARA1,Real,0.5,W,Power_W,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::powerConsumption,SLAMTEC RPLIDAR A1,power_consumption,Electrical,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer key parameter.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.180,Value Property,operatingTemperature,RPLIDARA1,RPLIDARA1,String,0 to 40,degC,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,RPLIDARA1::operatingTemperature,SLAMTEC RPLIDAR A1,operating_temperature,Environmental,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,Manufacturer key parameter.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.181,Value Property,outputInterface,RPLIDARA1,RPLIDARA1,String,UART serial; 3.3 V logic,,String,none,1,1,RPLIDARA1::outputInterface,SLAMTEC RPLIDAR A1,output_interface,Interface,2-D lidar,Perception / Navigation,on_robot_baseline,1,manufacturer-stated,USB adapter normally presents serial to host.,,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
2.182,Value Property,serialBaudrate,RPLIDARA1,RPLIDARA1,Real,115200,baud,SerialRate_baud,custom ValueType/Unit likely required,1,1,RPLIDARA1::serialBaudrate,SLAMTEC RPLIDAR A1,serial_baudrate,BillieBot configuration,2-D lidar,Perception / Navigation,on_robot_baseline,1,repo-configuration,Current rplidar_ros serial setting.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",lidar.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_bringup/config/lidar.yaml
2.183,Value Property,scanMode,RPLIDARA1,RPLIDARA1,String,Standard,,String,none,1,1,RPLIDARA1::scanMode,SLAMTEC RPLIDAR A1,scan_mode,BillieBot configuration,2-D lidar,Perception / Navigation,on_robot_baseline,1,repo-configuration,Current rplidar_ros mode.,,lidar.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_bringup/config/lidar.yaml
2.184,Value Property,aiPerformance,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,Real,67,INT8 TOPS,ComputeThroughput_INT8_TOPS,custom ValueType/Unit likely required,1,1,JetsonOrinNanoSuperDevKit::aiPerformance,NVIDIA Jetson Orin Nano Super Developer Kit,ai_performance,Compute,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,Super performance mode capability.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
2.185,Value Property,cpu,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,String,6-core Arm Cortex-A78AE,,String,none,1,1,JetsonOrinNanoSuperDevKit::cpu,NVIDIA Jetson Orin Nano Super Developer Kit,cpu,Compute,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,64-bit CPU.,,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
2.186,Value Property,memory,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,Integer,8,GB,Integer,custom ValueType/Unit likely required,1,1,JetsonOrinNanoSuperDevKit::memory,NVIDIA Jetson Orin Nano Super Developer Kit,memory,Compute,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,128-bit LPDDR5.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
2.187,Value Property,memoryBandwidth,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,Real,102,GB/s,MemoryBandwidth_GBps,custom ValueType/Unit likely required,1,1,JetsonOrinNanoSuperDevKit::memoryBandwidth,NVIDIA Jetson Orin Nano Super Developer Kit,memory_bandwidth,Compute,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,With latest software stack.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
2.188,Value Property,dimensions,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,String,100 x 79 x 21,mm,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,JetsonOrinNanoSuperDevKit::dimensions,NVIDIA Jetson Orin Nano Super Developer Kit,dimensions,Mechanical,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,"Height includes feet, carrier, module, and thermal solution.",Textual structured value retained as String; unit column is metadata only.,NVIDIA,https://developer.nvidia.com/blog/?p=62246
2.189,Value Property,mass,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,Real,174,g,Mass_g,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,JetsonOrinNanoSuperDevKit::mass,NVIDIA Jetson Orin Nano Super Developer Kit,mass,Mechanical,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-confirmed,NVIDIA engineer-published hardware FAQ value for Orin Nano developer kit; Super is software-enabled on same hardware.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",NVIDIA,https://forums.developer.nvidia.com/t/jetson-orin-nano-hw-faq/249118
2.190,Value Property,dcInputVoltageRange,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,String,9 to 20,V,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,JetsonOrinNanoSuperDevKit::dcInputVoltageRange,NVIDIA Jetson Orin Nano Super Developer Kit,dc_input_voltage_range,Electrical,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-confirmed,Developer-kit barrel-jack operating range.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,NVIDIA,https://forums.developer.nvidia.com/t/powering-the-nano-orin/366665
2.191,Value Property,includedPowerSupplyVoltage,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,Real,19,V,Voltage_V,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,JetsonOrinNanoSuperDevKit::includedPowerSupplyVoltage,NVIDIA Jetson Orin Nano Super Developer Kit,included_power_supply_voltage,Electrical,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,Bundled supply.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/index.html
2.192,Value Property,configurablePowerModes,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,String,7 to 25,W,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,JetsonOrinNanoSuperDevKit::configurablePowerModes,NVIDIA Jetson Orin Nano Super Developer Kit,configurable_power_modes,Electrical,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,Super mode supports up to 25 W configured module budget.,Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
2.193,Value Property,superPowerBudget,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,Real,25,W,Power_W,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,JetsonOrinNanoSuperDevKit::superPowerBudget,NVIDIA Jetson Orin Nano Super Developer Kit,super_power_budget,Electrical,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,25 W Super mode module power budget.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",NVIDIA,https://docs.nvidia.com/jetson/archives/r36.4.4/DeveloperGuide/SD/PlatformPowerAndPerformance/JetsonOrinNanoSeriesJetsonOrinNxSeriesAndJetsonAgxOrinSeries.html
2.194,Value Property,usbTypeAPorts,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,Integer,4,ports,Integer,custom ValueType/Unit likely required,1,1,JetsonOrinNanoSuperDevKit::usbTypeAPorts,NVIDIA Jetson Orin Nano Super Developer Kit,usb_type_a_ports,Interface,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,USB 3.2 Type-A ports.,"Primitive Type is import-safe; to enforce/display units in SysML, later retype with a unit-bearing ValueType.",NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/hardware_layout.html
2.195,Value Property,m2KeyM2280,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,String,PCIe 3.0 x4,,String,none,1,1,JetsonOrinNanoSuperDevKit::m2KeyM2280,NVIDIA Jetson Orin Nano Super Developer Kit,m2_key_m_2280,Interface,Single-board AI computer,Compute & Comms,on_robot_baseline,1,manufacturer-stated,Primary NVMe-capable slot.,,NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/hardware_layout.html
2.196,Value Property,designPowerTarget,JetsonOrinNanoSuperDevKit,JetsonOrinNanoSuperDevKit,String,10 to 15,W,String,ISO-80000 / SI candidate; confirm exact library ValueType name in project,1,1,JetsonOrinNanoSuperDevKit::designPowerTarget,NVIDIA Jetson Orin Nano Super Developer Kit,design_power_target,BillieBot configuration,Single-board AI computer,Compute & Comms,on_robot_baseline,1,repo-design,"Repo recommends capping normal patrol compute around 10–15 W with nvpmodel, using higher modes only if needed.",Source range retained as String for lossless import; consider remodeling later as min/max properties or an Enumeration.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
