component,category,subsystem,scope,quantity,property_group,property,value,units,value_type,provenance,notes,source_name,source_url
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,BillieBot configuration,imu_stream_rate,50,Hz,number,repo-configuration,Quaternion + gyro + acceleration + calibration record.,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,BillieBot configuration,magnetometer_stream_rate,10,Hz,number,repo-configuration,Magnetometer record.,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
DFRobot SEN0253 10-DOF IMU AHRS (BNO055 + BMP280),IMU + barometer,Perception / State Estimation,on_robot_baseline,1,BillieBot configuration,barometer_stream_rate,2,Hz,number,repo-configuration,Pressure + temperature record.,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Mechanical,dimensions,96.8 x 70.3 x 55,mm,string,manufacturer-stated,Manufacturer dimensions.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Mechanical,mass,170,g,number,manufacturer-stated,Manufacturer weight.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Measurement,measurement_range,0.15 to 12,m,range,manufacturer-stated,Nominal A1 range.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Measurement,angular_range,360,deg,number,manufacturer-stated,Full 2-D scan.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Measurement,sampling_frequency,8000,samples/s,number,manufacturer-stated,8 ksample/s.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Measurement,rotational_speed,5.5,Hz,number,manufacturer-stated,Nominal.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Measurement,angular_resolution,<=1,deg,string,manufacturer-stated,Manufacturer key parameter.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Measurement,range_resolution,<=1,% of range,string,manufacturer-stated,Specified for distances <=12 m.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Measurement,accuracy_le_3m,1,% of range,number,manufacturer-stated,Manufacturer accuracy band.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Measurement,accuracy_3_to_5m,2,% of range,number,manufacturer-stated,Manufacturer accuracy band.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Electrical,system_voltage,5,V,number,manufacturer-stated,Manufacturer system voltage.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Electrical,system_current,100,mA,number,manufacturer-stated,Manufacturer key parameter.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Electrical,power_consumption,0.5,W,number,manufacturer-stated,Manufacturer key parameter.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Environmental,operating_temperature,0 to 40,degC,range,manufacturer-stated,Manufacturer key parameter.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,Interface,output_interface,UART serial; 3.3 V logic,,string,manufacturer-stated,USB adapter normally presents serial to host.,SLAMTEC,https://www.slamtec.com/en/lidar/a1spec
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,BillieBot configuration,serial_baudrate,115200,baud,number,repo-configuration,Current rplidar_ros serial setting.,lidar.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_bringup/config/lidar.yaml
SLAMTEC RPLIDAR A1,2-D lidar,Perception / Navigation,on_robot_baseline,1,BillieBot configuration,scan_mode,Standard,,string,repo-configuration,Current rplidar_ros mode.,lidar.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_bringup/config/lidar.yaml
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Compute,ai_performance,67,INT8 TOPS,number,manufacturer-stated,Super performance mode capability.,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Compute,cpu,6-core Arm Cortex-A78AE,,string,manufacturer-stated,64-bit CPU.,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Compute,memory,8,GB,number,manufacturer-stated,128-bit LPDDR5.,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Compute,memory_bandwidth,102,GB/s,number,manufacturer-stated,With latest software stack.,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Mechanical,dimensions,100 x 79 x 21,mm,string,manufacturer-stated,"Height includes feet, carrier, module, and thermal solution.",NVIDIA,https://developer.nvidia.com/blog/?p=62246
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Mechanical,mass,174,g,number,manufacturer-confirmed,NVIDIA engineer-published hardware FAQ value for Orin Nano developer kit; Super is software-enabled on same hardware.,NVIDIA,https://forums.developer.nvidia.com/t/jetson-orin-nano-hw-faq/249118
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Electrical,dc_input_voltage_range,9 to 20,V,range,manufacturer-confirmed,Developer-kit barrel-jack operating range.,NVIDIA,https://forums.developer.nvidia.com/t/powering-the-nano-orin/366665
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Electrical,included_power_supply_voltage,19,V,number,manufacturer-stated,Bundled supply.,NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/index.html
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Electrical,configurable_power_modes,7 to 25,W,range,manufacturer-stated,Super mode supports up to 25 W configured module budget.,NVIDIA,https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/nano-super-developer-kit/
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Electrical,super_power_budget,25,W,number,manufacturer-stated,25 W Super mode module power budget.,NVIDIA,https://docs.nvidia.com/jetson/archives/r36.4.4/DeveloperGuide/SD/PlatformPowerAndPerformance/JetsonOrinNanoSeriesJetsonOrinNxSeriesAndJetsonAgxOrinSeries.html
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Interface,usb_type_a_ports,4,ports,number,manufacturer-stated,USB 3.2 Type-A ports.,NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/hardware_layout.html
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,Interface,m2_key_m_2280,PCIe 3.0 x4,,string,manufacturer-stated,Primary NVMe-capable slot.,NVIDIA,https://docs.nvidia.com/jetson/orin-nano-devkit/user-guide/hardware_layout.html
NVIDIA Jetson Orin Nano Super Developer Kit,Single-board AI computer,Compute & Comms,on_robot_baseline,1,BillieBot configuration,design_power_target,10 to 15,W,range,repo-design,"Repo recommends capping normal patrol compute around 10–15 W with nvpmodel, using higher modes only if needed.",System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Compute,soc,Broadcom BCM2712,,string,manufacturer-stated,Raspberry Pi 5 SoC.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Compute,memory,4,GB,number,repo-design,BillieBot repo-selected RAM variant.,Raspberry Pi,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Mechanical,board_footprint,85 x 56,mm,string,manufacturer-stated,Nominal Raspberry Pi 5 PCB outline; use official mechanical drawing for detailed mounting geometry.,Raspberry Pi,https://pip.raspberrypi.com/categories/892-raspberry-pi-5
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Mechanical,mass,,g,number,unresolved,Official Raspberry Pi sources reviewed do not publish a simple board-only mass; measure the installed board/cooler stack for mass rollup.,Raspberry Pi,https://pip.raspberrypi.com/categories/892-raspberry-pi-5
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Electrical,power_input_voltage,5,V,number,manufacturer-stated,USB-C supply rail.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Electrical,recommended_psu_current,5,A,number,manufacturer-stated,Recommended 25 W supply capacity.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Electrical,recommended_psu_power,25,W,number,manufacturer-stated,5 V at 5 A.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Electrical,minimum_boot_supply_current,3,A,number,manufacturer-stated,5 V at 3 A can boot but limits downstream USB current.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Electrical,typical_bare_board_active_current,0.8,A,number,manufacturer-stated,Raspberry Pi documentation typical active current.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Electrical,typical_bare_board_active_power,4.0,W,number,calculated,Calculated as 5 V x 0.8 A.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Interface,usb_peripheral_current_with_5a_psu,1.6,A,number,manufacturer-stated,Total downstream USB allowance with appropriate 5 A supply; shared with fan header.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,Interface,camera_display_ports,2,ports,number,manufacturer-stated,Two mini 22-pin combined CSI/DSI connectors.,Raspberry Pi,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html
Raspberry Pi 5 (4 GB),Single-board computer,Compute & Comms,on_robot_baseline,1,BillieBot configuration,design_power_with_peripherals,8 to 12,W,range,repo-design,Repo nominal patrol budget for Pi 5 plus peripherals.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Identification,product_code,A000005,,string,manufacturer-stated,Classic Nano reference board.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Compute,microcontroller,ATmega328,,string,manufacturer-stated,AVR architecture.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Compute,clock_speed,16,MHz,number,manufacturer-stated,Board clock.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Compute,flash_memory,32,KB,number,manufacturer-stated,2 KB used by bootloader.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Compute,sram,2,KB,number,manufacturer-stated,On-chip SRAM.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Compute,eeprom,1,KB,number,manufacturer-stated,On-chip EEPROM.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Mechanical,dimensions,18 x 45,mm,string,manufacturer-stated,PCB size.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Mechanical,mass,7,g,number,manufacturer-stated,Board weight.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Electrical,operating_voltage,5,V,number,manufacturer-stated,Logic/operating voltage.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Electrical,input_voltage_recommended,7 to 12,V,range,manufacturer-stated,VIN input recommendation; BillieBot Sensor Nano is USB-powered instead.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Electrical,power_consumption_current,19,mA,number,manufacturer-stated,Arduino published board current figure.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Electrical,power_consumption_at_5v,0.095,W,number,calculated,Calculated from 5 V x 19 mA.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Interface,digital_io_pins,22,pins,number,manufacturer-stated,Six PWM outputs.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,Interface,analog_input_pins,8,pins,number,manufacturer-stated,Includes A0–A7.,Arduino,https://store.arduino.cc/products/arduino-nano
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,BillieBot configuration,roles,Motor Nano; Sensor Nano,,list,repo-configuration,Current repo sensor firmware explicitly describes a two-Nano architecture.,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,BillieBot configuration,motor_nano_serial_baudrate,57600,baud,number,repo-configuration,Motor Nano link rate.,base_driver.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,BillieBot configuration,motor_pid_rate,30,Hz,number,repo-configuration,Motor-control PID rate.,base_driver.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,BillieBot configuration,base_publish_rate,30,Hz,number,repo-configuration,Wheel odometry / base bridge publish rate.,base_driver.yaml,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
Arduino Nano V3 (ATmega328P),Microcontroller board,Compute & Comms / Mobility,on_robot_baseline,2,BillieBot configuration,sensor_nano_serial_baudrate,115200,baud,number,repo-configuration,Sensor Nano IMU/barometer/battery stream.,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
JGA25-371 12 V 130 RPM Gearmotor with Encoder,Encoder gearmotor,Mobility,on_robot_baseline,2,Identification,motor_type,brushed DC gearmotor with integrated quadrature encoder,,string,repo-design,Exact vendor/SKU is not identified in the repo; JGA25-371 is a family with many gear ratios.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25-371 12 V 130 RPM Gearmotor with Encoder,Encoder gearmotor,Mobility,on_robot_baseline,2,Electrical,nominal_voltage,12,V,number,repo-design,BillieBot design value.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25-371 12 V 130 RPM Gearmotor with Encoder,Encoder gearmotor,Mobility,on_robot_baseline,2,Performance,no_load_speed_nominal,130,rpm,number,repo-design,Repo design value for the selected gearmotor variant.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25-371 12 V 130 RPM Gearmotor with Encoder,Encoder gearmotor,Mobility,on_robot_baseline,2,Electrical,stall_current_estimate,1.2 to 2.0,A,range,repo-design,Repo planning estimate; verify exact installed motor/SKU.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25-371 12 V 130 RPM Gearmotor with Encoder,Encoder gearmotor,Mobility,on_robot_baseline,2,Encoder,encoder_type,quadrature,,string,repo-design,Integrated encoder.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
JGA25-371 12 V 130 RPM Gearmotor with Encoder,Encoder gearmotor,Mobility,on_robot_baseline,2,Encoder,configured_ticks_per_wheel_revolution,2000,ticks/rev,number,repo-configuration,"Software calibration value, not a manufacturer encoder spec; alternatives noted in repo. Calibrate physically.",BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
L298N Dual H-Bridge Motor Driver,Motor driver,Mobility,on_robot_baseline,1,Identification,driver_topology,dual full bridge,,string,manufacturer-stated,Two independently enabled full bridges.,STMicroelectronics / BillieBot repo,https://www.st.com/en/motor-drivers/l298.html
L298N Dual H-Bridge Motor Driver,Motor driver,Mobility,on_robot_baseline,1,Electrical,motor_supply_voltage_max,46,V,number,manufacturer-stated,L298 IC maximum operating supply.,STMicroelectronics / BillieBot repo,https://www.st.com/en/motor-drivers/l298.html
L298N Dual H-Bridge Motor Driver,Motor driver,Mobility,on_robot_baseline,1,Electrical,total_dc_current_max,4,A,number,manufacturer-stated,Aggregate IC capability; thermal/module limits apply.,STMicroelectronics / BillieBot repo,https://www.st.com/en/motor-drivers/l298.html
L298N Dual H-Bridge Motor Driver,Motor driver,Mobility,on_robot_baseline,1,Electrical,billiebot_motor_bus_voltage_nominal,11.1,V,number,repo-design,Direct 3S battery branch in repo design.,STMicroelectronics / BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
L298N Dual H-Bridge Motor Driver,Motor driver,Mobility,on_robot_baseline,1,Electrical,billiebot_voltage_drop_approx,2,V,number,repo-design,Repo design approximation for the L298N module conduction loss.,STMicroelectronics / BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
L298N Dual H-Bridge Motor Driver,Motor driver,Mobility,on_robot_baseline,1,Thermal,overtemperature_protection,yes,,boolean,manufacturer-stated,IC feature.,STMicroelectronics / BillieBot repo,https://www.st.com/en/motor-drivers/l298.html
Drive Wheel Ø68 mm,Wheel,Mobility,on_robot_baseline,2,Mechanical / Kinematic,diameter,68,mm,number,repo-design,Repo design wheel diameter.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Drive Wheel Ø68 mm,Wheel,Mobility,on_robot_baseline,2,Mechanical / Kinematic,configured_radius,34,mm,number,repo-configuration,base_driver.yaml wheel radius.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
Drive Wheel Ø68 mm,Wheel,Mobility,on_robot_baseline,2,Mechanical / Kinematic,quantity,2,wheels,number,repo-design,Differential-drive pair.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Drive Wheel Ø68 mm,Wheel,Mobility,on_robot_baseline,2,Mechanical / Kinematic,theoretical_speed_at_130rpm,0.46,m/s,number,calculated,Approximate design calculation; ignores load/slip.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Caster Wheel (model unspecified),Caster,Mobility,on_robot_baseline,1,Identification,model,unspecified,,string,unresolved,Repo includes a caster as the third contact point but does not identify size/SKU; leave detailed value properties unresolved until measured.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
MAX98357A I²S Class-D Audio Amplifier,Audio amplifier,Audio,on_robot_baseline,1,Electrical,supply_voltage,2.5 to 5.5,V,range,manufacturer-stated,Single-supply operation.,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357A I²S Class-D Audio Amplifier,Audio amplifier,Audio,on_robot_baseline,1,Electrical,output_power_at_5v_4ohm,3.2,W,number,manufacturer-stated,Rated output into 4 ohm at 5 V.,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357A I²S Class-D Audio Amplifier,Audio amplifier,Audio,on_robot_baseline,1,Electrical,quiescent_current,2.4,mA,number,manufacturer-stated,Typical.,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357A I²S Class-D Audio Amplifier,Audio amplifier,Audio,on_robot_baseline,1,Electrical,efficiency,92,%,number,manufacturer-stated,"At 8 ohm, 1 W output.",Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357A I²S Class-D Audio Amplifier,Audio amplifier,Audio,on_robot_baseline,1,Audio,sample_rate_range,8 to 96,kHz,range,manufacturer-stated,I2S/PCM sample-rate support.,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357A I²S Class-D Audio Amplifier,Audio amplifier,Audio,on_robot_baseline,1,Audio,thd_plus_n_at_1khz,0.013,%,number,manufacturer-stated,Low-distortion characterization.,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
MAX98357A I²S Class-D Audio Amplifier,Audio amplifier,Audio,on_robot_baseline,1,Interface,digital_audio_interface,I2S / TDM,,string,manufacturer-stated,MAX98357A accepts I2S; no MCLK required.,Analog Devices,https://www.analog.com/en/products/MAX98357A.html
3 W Speaker (model unspecified),Speaker,Audio,on_robot_baseline,1,Electrical / Acoustic,rated_power,3,W,number,repo-design,"Repo specifies a 3 W speaker but does not identify impedance, dimensions, sensitivity, or exact SKU; add those after selecting/confirming the physical speaker.",System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Identification,chemistry,Lithium-polymer (LiPo),,string,repo-design,Repo design baseline pack; verify against current physical BillieBot battery.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Electrical,series_cells,3,cells,number,repo-design,3S pack.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Electrical,nominal_voltage,11.1,V,number,repo-design,3 x 3.7 V nominal.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Electrical,fully_charged_voltage,12.6,V,number,calculated,3 x 4.2 V.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Electrical,capacity_mAh,4000,mAh,number,repo-design,Repo design baseline.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Electrical,capacity_Ah,4.0,Ah,number,calculated,Equivalent capacity.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Electrical,discharge_rating,20,C,number,repo-design,Repo design baseline.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Electrical,nominal_energy,44.4,Wh,number,calculated,11.1 V x 4 Ah.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,Electrical,continuous_discharge_current_theoretical,80,A,number,calculated,"20C x 4 Ah; theoretical pack rating, not required robot current.",BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,BillieBot configuration,low_voltage_threshold,10.5,V,number,repo-configuration,3.5 V/cell SAFE threshold.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
