rowType,elementID,elementName,ownerPackage,owningBlock,stereotype,typeName,primitiveType,defaultValue,unitName,unitSymbol,quantityKind,multiplicity,provenance,documentation
ValueProperty,VP_MLX90640_effectiveFullImageRateAt16HzRefresh,effectiveFullImageRateAt16HzRefresh,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Hertz,Real,8,hertz,Hz,frequency,1,Calculated,"The configured refresh rate is the SUBPAGE rate; a full image needs both subpages, so the full-image rate is always half the configured refresh rate. [Value provenance: Calculated. Master row: MLX90640 / Effective Full Image Rate at 16 Hz Refresh.]"
ValueProperty,VP_MLX90640_configuredPublishRate,configuredPublishRate,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Hertz,Real,4,hertz,Hz,frequency,1,Repo-config,"perception.yaml, thermal_node.publish_rate_hz. [Value provenance: Repo-config. Master row: MLX90640 / Configured Publish Rate.]"
ValueProperty,VP_MLX90640_practicalMaxRefreshRate,practicalMaxRefreshRate,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Hertz,Real,16,hertz,Hz,frequency,1,Datasheet,Adafruit: 32 Hz is theoretical but was not achievable in practice. [Value provenance: Datasheet. Master row: MLX90640 / Practical Max Refresh Rate.]
ValueProperty,VP_MLX90640_readingPattern,readingPattern,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,Chess,,,,1,Datasheet,Factory-calibrated default and recommended. Interleaved/TV mode also available. [Value provenance: Datasheet. Master row: MLX90640 / Reading Pattern.]
ValueProperty,VP_MLX90640_firstValidDataDelay,firstValidDataDelay,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Millisecond,Real,540,millisecond,ms,time,1,Calculated,40 ms + (1 / refresh rate) at the 2 Hz default. [Value provenance: Calculated. Master row: MLX90640 / First Valid Data Delay.]
ValueProperty,VP_MLX90640_thermalStabilisationTime,thermalStabilisationTime,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Second,Real,240,second,s,time,1,Datasheet,Up to 4 minutes to reach rated accuracy. Do not trust absolute temperature immediately after power-up. [Value provenance: Datasheet. Master row: MLX90640 / Thermal Stabilisation Time.]
ValueProperty,VP_MLX90640_supplyVoltageMin,supplyVoltageMin,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Volt,Real,3.0,volt,V,electric potential difference,1,Datasheet,Sensor VDD. [Value provenance: Datasheet. Master row: MLX90640 / Supply Voltage Min.]
ValueProperty,VP_MLX90640_supplyVoltageTypical,supplyVoltageTypical,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Volt,Real,3.3,volt,V,electric potential difference,1,Datasheet,Melexis recommends holding VDD to 3.3 V +/- 0.1 V for best performance. [Value provenance: Datasheet. Master row: MLX90640 / Supply Voltage Typical.]
ValueProperty,VP_MLX90640_supplyVoltageMax,supplyVoltageMax,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Volt,Real,3.6,volt,V,electric potential difference,1,Datasheet,Sensor VDD. [Value provenance: Datasheet. Master row: MLX90640 / Supply Voltage Max.]
ValueProperty,VP_MLX90640_supplyCurrentMin,supplyCurrentMin,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Milliampere,Real,14,milliampere,mA,electric current,1,Datasheet,Sensor IDD. [Value provenance: Datasheet. Master row: MLX90640 / Supply Current Min.]
ValueProperty,VP_MLX90640_supplyCurrentTypical,supplyCurrentTypical,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Milliampere,Real,18,milliampere,mA,electric current,1,Datasheet,Sensor IDD. [Value provenance: Datasheet. Master row: MLX90640 / Supply Current Typical.]
ValueProperty,VP_MLX90640_supplyCurrentMax,supplyCurrentMax,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Milliampere,Real,25,milliampere,mA,electric current,1,Datasheet,Sensor IDD. [Value provenance: Datasheet. Master row: MLX90640 / Supply Current Max.]
ValueProperty,VP_MLX90640_powerTypical,powerTypical,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Milliwatt,Real,59.4,milliwatt,mW,power,1,Calculated,18 mA x 3.3 V. [Value provenance: Calculated. Master row: MLX90640 / Power Typical.]
ValueProperty,VP_MLX90640_powerMax,powerMax,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Milliwatt,Real,82.5,milliwatt,mW,power,1,Calculated,25 mA x 3.3 V. [Value provenance: Calculated. Master row: MLX90640 / Power Max.]
ValueProperty,VP_MLX90640_breakoutInputVoltageMin,breakoutInputVoltageMin,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Volt,Real,3.0,volt,V,electric potential difference,1,Datasheet,Adafruit breakout has an on-board regulator and level shifting. [Value provenance: Datasheet. Master row: MLX90640 / Breakout Input Voltage Min.]
ValueProperty,VP_MLX90640_breakoutInputVoltageMax,breakoutInputVoltageMax,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Volt,Real,5.0,volt,V,electric potential difference,1,Datasheet,Adafruit breakout. [Value provenance: Datasheet. Master row: MLX90640 / Breakout Input Voltage Max.]
ValueProperty,VP_MLX90640_breakoutTotalCurrent,breakoutTotalCurrent,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Milliampere,Real,22.5,milliampere,mA,electric current,1,Estimated,20-25 mA including regulator and pull-ups; midpoint used. Measure on the bench. [Value provenance: Estimated. Master row: MLX90640 / Breakout Total Current.]
ValueProperty,VP_MLX90640_breakoutLength,breakoutLength,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Millimetre,Real,25.7,millimetre,mm,length,1,Datasheet,"Adafruit PID 4407, with STEMMA QT/Qwiic connectors. [Value provenance: Datasheet. Master row: MLX90640 / Breakout Length.]"
ValueProperty,VP_MLX90640_breakoutWidth,breakoutWidth,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Millimetre,Real,17.7,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: MLX90640 / Breakout Width.]
ValueProperty,VP_MLX90640_breakoutHeight,breakoutHeight,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Millimetre,Real,16.0,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: MLX90640 / Breakout Height.]
ValueProperty,VP_MLX90640_digitalInterface,digitalInterface,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,I2C,,,,1,Datasheet,Slave only. [Value provenance: Datasheet. Master row: MLX90640 / Digital Interface.]
ValueProperty,VP_MLX90640_i2cAddress,i2cAddress,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,0x33,,,,1,Datasheet,Programmable; 0x00 must be avoided. Matches perception.yaml i2c_address. [Value provenance: Datasheet. Master row: MLX90640 / I2C Address.]
ValueProperty,VP_MLX90640_i2cClockMax,i2cClockMax,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Megahertz,Real,1,megahertz,MHz,frequency,1,Datasheet,FM+ mode. The sensor needs this speed - see the bus-sharing caveat. [Value provenance: Datasheet. Master row: MLX90640 / I2C Clock Max.]
ValueProperty,VP_MLX90640_i2cBusNumber,i2cBusNumber,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Integer,Integer,1,one,1,dimensionless count,1,Repo-config,"perception.yaml, thermal_node.i2c_bus. [Value provenance: Repo-config. Master row: MLX90640 / I2C Bus Number.]"
ValueProperty,VP_MLX90640_logicLevelTolerance,logicLevelTolerance,BillieBot::Hardware::Sensors::Thermal,MLX90640,,Volt,Real,5,volt,V,electric potential difference,1,Datasheet,SDA/SCL are 5 V tolerant. [Value provenance: Datasheet. Master row: MLX90640 / Logic Level Tolerance.]
ValueProperty,VP_MLX90640_rawPixelDataFormat,rawPixelDataFormat,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,int16,,,,1,Datasheet,768 x 16-bit signed ADC counts proportional to received IR energy - NOT temperature. [Value provenance: Datasheet. Master row: MLX90640 / Raw Pixel Data Format.]
ValueProperty,VP_MLX90640_applicationOutputFormat,applicationOutputFormat,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,float32,,,,1,Datasheet,768-element IEEE-754 array in degrees Celsius after the driver runs the compensation chain. [Value provenance: Datasheet. Master row: MLX90640 / Application Output Format.]
ValueProperty,VP_MLX90640_applicationOutputUnit,applicationOutputUnit,BillieBot::Hardware::Sensors::Thermal,MLX90640,,String,String,degC,,,,1,Datasheet,"Row-major, 32 wide by 24 tall. [Value provenance: Datasheet. Master row: MLX90640 / Application Output Unit.]"
ValueProperty,VP_MLX90640_bandwidthAt8ImagesPerSecond,bandwidthAt8ImagesPerSecond,BillieBot::Hardware::Sensors::Thermal,MLX90640,,KilobytePerSecond,Real,24.6,kilobyte per second,kB/s,data rate,1,Calculated,768 floats x 4 bytes x 8 full frames/s. [Value provenance: Calculated. Master row: MLX90640 / Bandwidth at 8 Images per Second.]
Block,BLK_PiCameraModule3NoIR,Pi Camera Module 3 NoIR,BillieBot::Hardware::Sensors::Vision,,Block,,,,,,,,,BillieBot hardware component. Category: Sensor - Vision.
ValueProperty,VP_PiCameraModule3NoIR_manufacturerPartNumber,manufacturerPartNumber,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,String,String,SC0873,,,,1,Datasheet,Standard lens (75 deg) NoIR variant. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Manufacturer Part Number.]
ValueProperty,VP_PiCameraModule3NoIR_imageSensor,imageSensor,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,String,String,Sony IMX708,,,,1,Datasheet,"Back-illuminated stacked CMOS, Quad Bayer. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Image Sensor.]"
ValueProperty,VP_PiCameraModule3NoIR_resolution,resolution,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Megapixel,Real,11.9,megapixel,MP,dimensionless count,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Resolution.]
ValueProperty,VP_PiCameraModule3NoIR_pixelArrayWidth,pixelArrayWidth,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Pixel,Integer,4608,pixel,px,dimensionless count,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Pixel Array Width.]
ValueProperty,VP_PiCameraModule3NoIR_pixelArrayHeight,pixelArrayHeight,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Pixel,Integer,2592,pixel,px,dimensionless count,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Pixel Array Height.]
ValueProperty,VP_PiCameraModule3NoIR_pixelPitch,pixelPitch,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Micrometre,Real,1.4,micrometre,um,length,1,Datasheet,1.4 x 1.4 um. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Pixel Pitch.]
ValueProperty,VP_PiCameraModule3NoIR_sensorDiagonal,sensorDiagonal,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Millimetre,Real,7.4,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Sensor Diagonal.]
ValueProperty,VP_PiCameraModule3NoIR_fieldOfViewDiagonal,fieldOfViewDiagonal,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Degree,Real,75,degree,deg,plane angle,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Field of View Diagonal.]
ValueProperty,VP_PiCameraModule3NoIR_fieldOfViewHorizontal,fieldOfViewHorizontal,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Degree,Real,66,degree,deg,plane angle,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Field of View Horizontal.]
ValueProperty,VP_PiCameraModule3NoIR_fieldOfViewVertical,fieldOfViewVertical,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Degree,Real,41,degree,deg,plane angle,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Field of View Vertical.]
ValueProperty,VP_PiCameraModule3NoIR_focalLength,focalLength,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Millimetre,Real,4.74,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Focal Length.]
ValueProperty,VP_PiCameraModule3NoIR_fNumber,fNumber,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Real,Real,1.8,one,1,dimensionless ratio,1,Datasheet,f/1.8. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / F-Number.]
ValueProperty,VP_PiCameraModule3NoIR_focusRangeMin,focusRangeMin,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Metre,Real,0.10,metre,m,length,1,Datasheet,10 cm to infinity. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Focus Range Min.]
ValueProperty,VP_PiCameraModule3NoIR_autofocusSystem,autofocusSystem,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,String,String,PDAF,,,,1,Datasheet,Phase Detection Autofocus. Lock focus manually on a vibrating platform to stop AF hunting. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Autofocus System.]
ValueProperty,VP_PiCameraModule3NoIR_shutterType,shutterType,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,String,String,Rolling,,,,1,Estimated,Not stated in the product brief; the IMX708 is a rolling-shutter sensor. [Value provenance: Estimated. Master row: Pi Camera Module 3 NoIR / Shutter Type.]
ValueProperty,VP_PiCameraModule3NoIR_infraredSensitive,infraredSensitive,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Boolean,Boolean,true,,,,1,Datasheet,No IR cut filter. Near-IR leaks into all three Bayer channels - treat as effectively monochrome under IR illumination. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Infrared Sensitive.]
ValueProperty,VP_PiCameraModule3NoIR_hdrMaxOutput,hdrMaxOutput,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Megapixel,Real,3,megapixel,MP,dimensionless count,1,Datasheet,HDR mode output resolution ceiling. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / HDR Max Output.]
ValueProperty,VP_PiCameraModule3NoIR_supplyVoltage,supplyVoltage,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Volt,Real,3.3,volt,V,electric potential difference,1,Datasheet,Sourced from the host CSI connector. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Supply Voltage.]
ValueProperty,VP_PiCameraModule3NoIR_currentDraw,currentDraw,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Milliampere,Real,250,milliampere,mA,electric current,1,Estimated,Raspberry Pi does not publish this. Derived from forum measurements of Camera Module 2/3. MEASURE ON THE BENCH. [Value provenance: Estimated. Master row: Pi Camera Module 3 NoIR / Current Draw.]
ValueProperty,VP_PiCameraModule3NoIR_power,power,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Watt,Real,0.83,watt,W,power,1,Estimated,0.25 A x 3.3 V. Only significant unpublished power figure in the suite. [Value provenance: Estimated. Master row: Pi Camera Module 3 NoIR / Power.]
ValueProperty,VP_PiCameraModule3NoIR_operatingTemperatureMin,operatingTemperatureMin,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,DegreeCelsius,Real,0,degree Celsius,degC,Celsius temperature,1,Datasheet,Narrowest of any component in the suite. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Operating Temperature Min.]
ValueProperty,VP_PiCameraModule3NoIR_operatingTemperatureMax,operatingTemperatureMax,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,DegreeCelsius,Real,50,degree Celsius,degC,Celsius temperature,1,Datasheet,LIMITING COMPONENT - sets BillieBot's usable ambient envelope at 0-50 degC. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Operating Temperature Max.]
ValueProperty,VP_PiCameraModule3NoIR_length,length,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Millimetre,Real,25,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Length.]
ValueProperty,VP_PiCameraModule3NoIR_width,width,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Millimetre,Real,24,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Width.]
ValueProperty,VP_PiCameraModule3NoIR_height,height,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Millimetre,Real,11.5,millimetre,mm,length,1,Datasheet,[Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Height.]
ValueProperty,VP_PiCameraModule3NoIR_ribbonCableLength,ribbonCableLength,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Millimetre,Real,200,millimetre,mm,length,1,Datasheet,15 x 1 mm FPC. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Ribbon Cable Length.]
ValueProperty,VP_PiCameraModule3NoIR_imageDataInterface,imageDataInterface,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,String,String,MIPI CSI-2,,,,1,Datasheet,Control is over 2-wire serial (I2C). [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Image Data Interface.]
ValueProperty,VP_PiCameraModule3NoIR_nativeOutputFormat,nativeOutputFormat,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,String,String,RAW10,,,,1,Datasheet,"10-bit Bayer, CSI-2 packed (SRGGB10_CSI2P), 5 bytes per 4 pixels. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Native Output Format.]"
ValueProperty,VP_PiCameraModule3NoIR_postISPFormats,postISPFormats,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,String,String,"YUV420, NV12, RGB888, BGR888, XRGB8888",,,,1,Datasheet,Selectable per-stream in libcamera. [Value provenance: Datasheet. Master row: Pi Camera Module 3 NoIR / Post-ISP Formats.]
ValueProperty,VP_PiCameraModule3NoIR_configuredFrameWidth,configuredFrameWidth,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Pixel,Integer,640,pixel,px,dimensionless count,1,Repo-config,"perception.yaml, noir_cam_node.width. [Value provenance: Repo-config. Master row: Pi Camera Module 3 NoIR / Configured Frame Width.]"
ValueProperty,VP_PiCameraModule3NoIR_configuredFrameHeight,configuredFrameHeight,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Pixel,Integer,480,pixel,px,dimensionless count,1,Repo-config,"perception.yaml, noir_cam_node.height. [Value provenance: Repo-config. Master row: Pi Camera Module 3 NoIR / Configured Frame Height.]"
ValueProperty,VP_PiCameraModule3NoIR_configuredPublishRate,configuredPublishRate,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,Hertz,Real,5,hertz,Hz,frequency,1,Repo-config,"perception.yaml, noir_cam_node.publish_rate_hz. [Value provenance: Repo-config. Master row: Pi Camera Module 3 NoIR / Configured Publish Rate.]"
ValueProperty,VP_PiCameraModule3NoIR_bandwidthAt1080p50YUV420,bandwidthAt1080p50YUV420,BillieBot::Hardware::Sensors::Vision,Pi Camera Module 3 NoIR,,MegabytePerSecond,Real,155,megabyte per second,MB/s,data rate,1,Calculated,"Host-side, post-ISP. Use a binned mode unless full frames are genuinely needed. [Value provenance: Calculated. Master row: Pi Camera Module 3 NoIR / Bandwidth at 1080p50 YUV420.]"
Block,BLK_reSpeakerXVF3800,reSpeaker XVF3800,BillieBot::Hardware::Sensors::Audio,,Block,,,,,,,,,BillieBot hardware component. Category: Sensor - Audio.
ValueProperty,VP_reSpeakerXVF3800_manufacturerPartNumber,manufacturerPartNumber,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,String,String,101991441,,,,1,Datasheet,"Seeed SKU, variant without XIAO ESP32S3. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Manufacturer Part Number.]"
ValueProperty,VP_reSpeakerXVF3800_voiceProcessor,voiceProcessor,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,String,String,XMOS XVF3800,,,,1,Datasheet,"xcore.ai XU316-1024-QF60B core, 7 x 7 mm 60-pin QFN. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Voice Processor.]"
ValueProperty,VP_reSpeakerXVF3800_audioCodec,audioCodec,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,String,String,TI TLV320AIC3104,,,,1,Datasheet,[Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Audio Codec.]
ValueProperty,VP_reSpeakerXVF3800_microphoneCount,microphoneCount,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Integer,Integer,4,one,1,dimensionless count,1,Datasheet,"PDM MEMS, circular array. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Microphone Count.]"
ValueProperty,VP_reSpeakerXVF3800_microphoneSpacing,microphoneSpacing,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Millimetre,Real,66,millimetre,mm,length,1,Datasheet,"Approximate side spacing; coordinates (+/-0.033, +/-0.033, 0) m returned by the control command. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Microphone Spacing.]"
ValueProperty,VP_reSpeakerXVF3800_pickupPattern,pickupPattern,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Degree,Real,360,degree,deg,plane angle,1,Datasheet,Only sensor in the suite with full 360 deg awareness - primary cue for attention outside the optical FOV. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Pickup Pattern.]
ValueProperty,VP_reSpeakerXVF3800_farFieldPickupRange,farFieldPickupRange,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Metre,Real,5,metre,m,length,1,Datasheet,Maximum. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Far-Field Pickup Range.]
ValueProperty,VP_reSpeakerXVF3800_agcRange,agcRange,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Decibel,Real,60,decibel,dB,logarithmic level,1,Datasheet,Automatic gain control. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / AGC Range.]
ValueProperty,VP_reSpeakerXVF3800_sampleRate,sampleRate,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Kilohertz,Real,16,kilohertz,kHz,frequency,1,Datasheet,[Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Sample Rate.]
ValueProperty,VP_reSpeakerXVF3800_bitDepth,bitDepth,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Bit,Integer,32,bit,bit,information content,1,Datasheet,Host stacks commonly negotiate S32_LE; ALSA plughw converts to S16_LE on request. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Bit Depth.]
ValueProperty,VP_reSpeakerXVF3800_usbAudioClass,usbAudioClass,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Real,Real,2.0,one,1,dimensionless ratio,1,Datasheet,High-speed USB 2.0 device over USB Type-C. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / USB Audio Class.]
ValueProperty,VP_reSpeakerXVF3800_channelCount6ChannelFirmware,channelCount6ChannelFirmware,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Integer,Integer,6,one,1,dimensionless count,1,Datasheet,"Ch0 Conference, Ch1 ASR beam, Ch2-5 raw Mic 0-3. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Channel Count 6-Channel Firmware.]"
ValueProperty,VP_reSpeakerXVF3800_channelCount2ChannelFirmware,channelCount2ChannelFirmware,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Integer,Integer,2,one,1,dimensionless count,1,Datasheet,"Ch0 Conference, Ch1 ASR beam. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Channel Count 2-Channel Firmware.]"
ValueProperty,VP_reSpeakerXVF3800_configuredInputChannels,configuredInputChannels,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Integer,Integer,2,one,1,dimensionless count,1,Repo-config,"audio.yaml, audio_classifier.input_channels. Note: the spec reference recommends the 6-channel firmware to retain raw mic streams. [Value provenance: Repo-config. Master row: reSpeaker XVF3800 / Configured Input Channels.]"
ValueProperty,VP_reSpeakerXVF3800_configuredClassificationChannel,configuredClassificationChannel,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Integer,Integer,1,one,1,dimensionless count,1,Repo-config,audio.yaml - the ASR beam. [Value provenance: Repo-config. Master row: reSpeaker XVF3800 / Configured Classification Channel.]
ValueProperty,VP_reSpeakerXVF3800_configuredPublishRate,configuredPublishRate,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Hertz,Real,2,hertz,Hz,frequency,1,Repo-config,"audio.yaml, audio_classifier.publish_rate_hz. [Value provenance: Repo-config. Master row: reSpeaker XVF3800 / Configured Publish Rate.]"
ValueProperty,VP_reSpeakerXVF3800_configuredChunkDuration,configuredChunkDuration,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Second,Real,0.975,second,s,time,1,Repo-config,audio.yaml - YAMNet inference window. [Value provenance: Repo-config. Master row: reSpeaker XVF3800 / Configured Chunk Duration.]
ValueProperty,VP_reSpeakerXVF3800_configuredEnergyThreshold,configuredEnergyThreshold,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Decibel,Real,-40,decibel,dB,logarithmic level,1,Repo-config,"audio.yaml, audio_classifier.energy_threshold_db. [Value provenance: Repo-config. Master row: reSpeaker XVF3800 / Configured Energy Threshold.]"
ValueProperty,VP_reSpeakerXVF3800_doaOutputFormat,doaOutputFormat,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,String,String,float32,,,,1,Datasheet,AEC_AZIMUTH_VALUES returns 4 values in radians. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / DoA Output Format.]
ValueProperty,VP_reSpeakerXVF3800_doaOutputUnit,doaOutputUnit,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,String,String,rad,,,,1,Datasheet,Consume the auto-selected beam (4th value) - it is the beam the pipeline chose. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / DoA Output Unit.]
ValueProperty,VP_reSpeakerXVF3800_corePowerUSBMode,corePowerUSBMode,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Milliwatt,Real,400,milliwatt,mW,power,1,Datasheet,"XVF3800 VDD core, typical. 345 mW in I2S mode. [Value provenance: Datasheet. Master row: reSpeaker XVF3800 / Core Power USB Mode.]"
ValueProperty,VP_reSpeakerXVF3800_boardPowerTypical,boardPowerTypical,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Watt,Real,1.5,watt,W,power,1,Estimated,"Seeed does not publish a board-level figure. 1-2 W range; midpoint used. Core 400 mW plus codec, regulators, PDM mics, USB PHY. [Value provenance: Estimated. Master row: reSpeaker XVF3800 / Board Power Typical.]"
ValueProperty,VP_reSpeakerXVF3800_boardCurrentAt5V,boardCurrentAt5V,BillieBot::Hardware::Sensors::Audio,reSpeaker XVF3800,,Milliampere,Real,300,milliampere,mA,electric current,1,Estimated,200-400 mA range; midpoint used. MEASURE ON THE BENCH. [Value provenance: Estimated. Master row: reSpeaker XVF3800 / Board Current at 5 V.]
